Nombre,Comuna,Tipo,Dependencia,Latitud,Longitud
Centro Médico y Dental MegaSalud Conchalí,Conchalí,Centro de Salud Privado,Privado,-33.39864,-70.672418
SAR Bicentenario,Renca,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.39774,-70.749863
Centro de Salud Familiar Bicentenario,Renca,Centro de Salud Familiar (CESFAM),Municipal,-33.397669,-70.749713
Clínica Fundación Médica San Cristóbal,Vitacura,Clínica,Privado,-33.39589,-70.5831
San Cristóbal,Vitacura,Laboratorio Clínico,Privado,-33.395874,-70.58307
Central Odontológica de la Fuerzas Armadas y de Orden,Las Condes,Centro de Salud Privado,Fuerzas Armadas y de Orden (FFAA),-33.395415,-70.548297
Hospital FACH,Las Condes,Hospital,Fuerzas Armadas y de Orden (FFAA),-33.395327,-70.548074
Clínica Oftalmológica Los Andes,Vitacura,Clínica,Privado,-33.39531,-70.57315
Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Conchalí,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.394663,-70.682245
SAPU Alberto Bachelet Martínez,Conchalí,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.39451,-70.65802
Centro de Salud Familiar Alberto Bachelet Martínez,Conchalí,Centro de Salud Familiar (CESFAM),Municipal,-33.394414,-70.658337
Clínica Psiquiátrica Mida,Vitacura,Clínica,Privado,-33.393275,-70.561956
Instituto Europeo del Sueño,Vitacura,Centro de Salud Privado,Privado,-33.391324,-70.579737
Clínica Alemana,Vitacura,Clínica,Privado,-33.391276,-70.572983
Centro de Salud Familiar Huamachuco,Renca,Centro de Salud Familiar (CESFAM),Municipal,-33.39126,-70.698932
SAPU Huamachuco,Renca,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.391219,-70.698838
Clínica IST Vitacura,Vitacura,Clínica,Privado,-33.39106,-70.57384
Centro Comunitario de Salud Familiar Valmi  Aguirre,Curacaví,Centro Comunitario de Salud Familiar (CECOSF),Servicio de Salud,-33.390794,-71.123844
Centro de Diagnóstico Integramédica Alto Las Condes,Las Condes,Centro de Salud Privado,Privado,-33.390628,-70.54606
Santiago Medical Institute SPA,Vitacura,Clínica,Privado,-33.389936,-70.57247
Centro de Salud Familiar Vitacura,Vitacura,Centro de Salud Familiar (CESFAM),Municipal,-33.38985,-70.555009
COSAM Vitacura,Vitacura,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.38985,-70.555009
Clínica Colonial,Huechuraba,Clínica,Privado,-33.389171,-70.621565
SAPU Lucas Sierra,Conchalí,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.38897,-70.671168
Centro de Salud Familiar Lucas Sierra,Conchalí,Centro de Salud Familiar (CESFAM),Municipal,-33.388856,-70.671249
Clínica Orema,Vitacura,Clínica,Privado,-33.388422,-70.571883
Clínica Psiquiatrica Pocuro,Vitacura,Clínica,Privado,-33.38832,-70.54528
Centro Oftalmológico Luis Pasteur,Vitacura,Centro de Salud Privado,Privado,-33.388011,-70.577027
SAR Recoleta,Recoleta,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.387284,-70.649895
Centro de Salud Mutual CChC las Tranqueras,Vitacura,Centro de Salud Privado,Privado,-33.387251,-70.552732
Centro de Salud Familiar Cristo Vive (ONG),Recoleta,Centro de Salud Familiar (CESFAM),Otra Institución,-33.387053,-70.641803
Clínica Milano,Las Condes,Clínica,Privado,-33.386917,-70.530622
SAPU Cristo Vive,Recoleta,Servicio de Atención Primaria de Urgencia (SAPU),Otra Institución,-33.386767,-70.641561
Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,Centro de Salud Familiar (CESFAM),Municipal,-33.384392,-70.644939
Teledoc,Las Condes,Centro de Salud Privado,Privado,-33.384203,-70.53279
Clínica Las Condes,Las Condes,Clínica,Privado,-33.384094,-70.530151
Clínica RedSalud Vitacura,Vitacura,Clínica,Privado,-33.38216,-70.53534
Procedimientos Clínicos Alto Tabancura,Vitacura,Centro de Salud Privado,Privado,-33.380903,-70.536344
Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.380423,-70.666913
Centro de Salud Familiar José Symon Ojeda,Conchalí,Centro de Salud Familiar (CESFAM),Municipal,-33.378315,-70.692373
Centro Comunitario de Salud Familiar Pucara de Lasana,Quilicura,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.377029,-70.72597
Centro Asistencial AChS Vespucio Oeste,Quilicura,Centro de Salud Privado,Privado,-33.376814,-70.751059
SAR Conchalí,Conchalí,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.375965,-70.684441
Centro de Salud Familiar El Barrero,Huechuraba,Centro de Salud Familiar (CESFAM),Municipal,-33.375909,-70.624663
Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.375701,-70.662902
Centro de Salud Familiar La Pincoya,Huechuraba,Centro de Salud Familiar (CESFAM),Municipal,-33.373386,-70.63702
SAR La Pincoya,Huechuraba,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.373295,-70.636987
Policlínico Instituto de Seguridad del Trabajo de Quilicura,Quilicura,Centro de Salud Privado,Privado,-33.373032,-70.713119
COSAM Huechuraba,Huechuraba,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.372528,-70.636405
Laboratorio Clínico BIOSOLUCIONES,Lo Barnechea,Laboratorio Clínico,Privado,-33.371886,-70.516337
Vacunatorio Medicien_Vitacura,Vitacura,Vacunatorio,Privado,-33.371854,-70.518529
Centro de Salud Familiar Juanita Aguirre,Conchalí,Centro de Salud Familiar (CESFAM),Municipal,-33.370386,-70.683005
COSAM Conchalí,Conchalí,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.369997,-70.682763
Centro de Salud Familiar Marta Ugarte Román,Quilicura,Centro de Salud Familiar (CESFAM),Municipal,-33.369414,-70.73201
Centro Médico y Dental MegaSalud Quilicura,Quilicura,Centro de Salud Privado,Privado,-33.367912,-70.730079
SAPU Nº 1 Rodrigo Rojas Denegri,Quilicura,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.367266,-70.731201
Centro Integramédica Norte,Huechuraba,Centro de Salud Privado,Privado,-33.366413,-70.678487
Centro de Salud Familiar Irene Frei de Cid,Quilicura,Centro de Salud Familiar (CESFAM),Municipal,-33.365842,-70.746633
SAPU Nº 2 Irene Frei de Cid,Quilicura,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.365685,-70.746597
Centro Comunitario de Salud Familiar Bicentenario,Lo Barnechea,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.365515,-70.502751
COSAM Quilicura,Quilicura,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.365487,-70.745975
Centro de Salud Mutual CChC Quilicura,Quilicura,Centro de Salud Privado,Privado,-33.364909,-70.701825
Centro Comunitario de Salud Familiar Beato Padre Hurtado,Quilicura,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.363926,-70.758593
Clínica Alemana de La Dehesa,Lo Barnechea,Clínica,Privado,-33.36385,-70.5446
Clínica MEDS La Dehesa,Lo Barnechea,Clínica,Privado,-33.36385,-70.5446
Centro de Salud Familiar Dr. Salvador Allende Gossens,Huechuraba,Centro de Salud Familiar (CESFAM),Municipal,-33.363415,-70.632789
Centro Comunitario de Salud Familiar Los Libertadores,Huechuraba,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.360049,-70.683527
SAPU Libertadores,Huechuraba,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.36,-70.6834
Instituto Médico el Arrayán,Lo Barnechea,Centro de Salud Privado,Privado,-33.359821,-70.478189
Centro Comunitario de Salud Familiar La Foresta,Quilicura,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.359252,-70.748629
Centro Médico Clínica Santa María La Dehesa,Lo Barnechea,Centro de Salud Privado,Privado,-33.357673,-70.51444
Centro de Cadera Dr. Mardones,Lo Barnechea,Centro de Salud Privado,Privado,-33.356811,-70.51602
Centro Médico Clínica Alemana (La Dehesa),Lo Barnechea,Centro de Salud Privado,Privado,-33.355705,-70.526293
Centro Comunitario de Salud Familiar Cerro 18,Lo Barnechea,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.3555,-70.501661
Centro Vida Integra Quilicura,Quilicura,Centro de Salud Privado,Privado,-33.355208,-70.728179
Centro de Salud Familiar Presidente Salvador Allende Gossens,Quilicura,Centro de Salud Familiar (CESFAM),Municipal,-33.354498,-70.737981
SAPU Presidente Salvador Allende Gossens,Quilicura,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.354348,-70.738088
Centro de Salud Familiar Manuel Bustos Huerta,Quilicura,Centro de Salud Familiar (CESFAM),Municipal,-33.354232,-70.720395
Centro de Salud Familiar Dr. Victor Castro Wiren,Huechuraba,Centro de Salud Familiar (CESFAM),Municipal,-33.352605,-70.67705
Posta de Salud Rural de Farellones,Lo Barnechea,Posta de Salud Rural (PSR),Municipal,-33.352316,-70.31119
COSAM Lo Barnechea,Lo Barnechea,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.351933,-70.510024
Centro de Salud Familiar Lo Barnechea,Lo Barnechea,Centro de Salud Familiar (CESFAM),Municipal,-33.351854,-70.509989
SAPU Lo Barnechea,Lo Barnechea,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.351764,-70.509847
Clínica Monteblanco,Lo Barnechea,Clínica,Privado,-33.34334,-70.34427
Centro Asistencial AChS Quilicura,Quilicura,Centro de Salud Privado,Privado,-33.338702,-70.709106
Centro Odontológico Uno Salud Dental San Bernardo,San Bernardo,Clínica Dental,Privado,-33.595409,-70.706485
Centro Comunitario de Salud Familiar Sol de Septiembre,Lampa,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.304894,-70.853032
Posta de Salud Rural Las Canteras,Colina,Posta de Salud Rural (PSR),Municipal,-33.3043,-70.689015
Centro Médico Clínica Alemana de Chicureo,Colina,Centro de Salud Privado,Privado,-33.286284,-70.651801
SAPU José Bauzá Frau,Lampa,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.285726,-70.876254
Centro de Salud Familiar José Bauza Frau,Lampa,Centro de Salud Familiar (CESFAM),Municipal,-33.285648,-70.876237
COSAM Lampa,Lampa,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.285581,-70.88563
ESTABLECIMIENTO DE ATENCION ABIERTA CHICUREO (CLINICA LAS CONDES S.A),Colina,Centro de Salud Privado,Privado,-33.283002,-70.651101
Vacunatorio Chicureo SpA,Colina,Vacunatorio,Privado,-33.278421,-70.706219
Posta de Salud Rural Los Ingleses,Colina,Posta de Salud Rural (PSR),Municipal,-33.267323,-70.678694
SUR Batuco,Lampa,Servicio de Urgencia Rural (SUR),Municipal,-33.241886,-70.814087
Centro de Salud Familiar Batuco,Lampa,Centro de Salud Familiar (CESFAM),Municipal,-33.241849,-70.81415
Posta de Salud Rural Santa Marta de Liray,Colina,Posta de Salud Rural (PSR),Municipal,-33.240239,-70.736763
Centro Comunitario de Salud Familiar Batuco,Lampa,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.229923,-70.812734
Centro Asistencial AChS Colina,Colina,Centro de Salud Privado,Privado,-33.207481,-70.67783
SAR Colina,Colina,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.206836,-70.677463
Centro de Salud Familiar Colina,Colina,Centro de Salud Familiar (CESFAM),Municipal,-33.205979,-70.670553
COSAM Colina,Colina,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.195683,-70.676615
Centro de Salud Familiar Esmeralda,Colina,Centro de Salud Familiar (CESFAM),Municipal,-33.184133,-70.653657
SAPU Esmeralda,Colina,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.184133,-70.653657
Centro Comunitario de Salud Familiar Esmeralda,Colina,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.183727,-70.663439
Posta de Salud Rural Polpaico,Tiltil,Posta de Salud Rural (PSR),Municipal,-33.167398,-70.887052
Centro Medico Huertos Familiares,Tiltil,Centro de Salud Privado,Privado,-33.140344,-70.814156
Centro de Salud Familiar Huertos Familiares,Tiltil,Centro de Salud Familiar (CESFAM),Municipal,-33.135821,-70.799456
SUR Huertos Familiares,Tiltil,Servicio de Urgencia Rural (SUR),Municipal,-33.135329,-70.795754
COSAM Til Til,Tiltil,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.086793,-70.924522
Hospital de Til Til,Tiltil,Hospital,Servicio de Salud,-33.086793,-70.924522
Posta de Salud Rural Colorado,Colina,Posta de Salud Rural (PSR),Municipal,-33.07437,-70.717669
Centro Odontológico Uno Salud Dental San Miguel,San Miguel,Clínica Dental,Privado,-33.488851,-70.651684
Posta de Salud Rural Chacabuco (Colina),Colina,Posta de Salud Rural (PSR),Municipal,-33.043488,-70.693602
Centro Odontológico Uno Salud Dental Santa Lucía,Santiago,Clínica Dental,Privado,-33.443347,-70.645849
Vacunatorio Darvax,La Reina,Vacunatorio,Privado,-33.431268,-70.565863
Posta de Salud Rural Rungue,Tiltil,Posta de Salud Rural (PSR),Municipal,-33.008385,-70.892433
Posta de Salud Rural La Capilla de Caleu,Tiltil,Posta de Salud Rural (PSR),Municipal,-33.002937,-70.995072
Posta de Salud Rural Montenegro,Tiltil,Posta de Salud Rural (PSR),Municipal,-32.966264,-70.835393
UNO Salud MAIPU 2,Maipú,Clínica Dental,Privado,-33.507143,-70.759072
Centro Odontológico Uno Salud Dental Teatinos,Santiago,Clínica Dental,Privado,-33.43976,-70.655162
Centro de Salud Familiar Matta Sur,Santiago,Centro de Salud Familiar (CESFAM),Municipal,-33.461578,-70.655451
SAR La Bandera,San Ramón,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.545766,-70.644722
Centro de Salud Familiar Las Torres,Peñalolén,Centro de Salud Familiar (CESFAM),Municipal,-33.502871,-70.577603
Vacunatorio Patagonia,Las Condes,Vacunatorio,Privado,-33.402602,-70.534943
INTEGRAMEDICA INDEPENDENCIA,Independencia,Centro de Salud Privado,Privado,-33.417453,-70.654702
Centro Dental REDSalud La Dehesa,Lo Barnechea,Centro de Salud Privado,Privado,-33.355223,-70.51838
Workmed Salud Ocupacional,Providencia,Centro de Salud Privado,Privado,-33.432343,-70.618401
Clínica Apoquindo,Las Condes,Clínica,Privado,-33.412799,-70.579846
Centro Comunitario de Salud Familiar LUMEN,Maipú,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.493674,-70.736439
Centro Odontológico Uno Salud Dental Vitacura,Vitacura,Clínica Dental,Privado,-33.397112,-70.584073
Centro Medico y Dental Del Valle,Pudahuel,Centro de Salud Privado,Privado,-33.45267,-70.848608
CENTRO DE ATENCION DE Salud FLUOR MUTUAL DE SEGURIDAD DE LA CAMARA CHILENA DE LA CONSTRUCCION,Las Condes,Centro de Salud Privado,Privado,-33.415456,-70.595716
INTEGRAMEDICA VITACURA,Vitacura,Centro de Salud Privado,Privado,-33.398481,-70.585848
VAXPROSalud,Providencia,Vacunatorio,Privado,-33.427625,-70.592504
Centro Médico y Dental Arauco Salud,Las Condes,Centro de Salud Privado,Privado,-33.402192,-70.578248
Centro Odontológico Uno Salud Manuel Montt,Providencia,Clínica Dental,Privado,-33.430742,-70.624535
BUPA SPORT,Las Condes,Centro de Salud Privado,Privado,-33.394459,-70.54671
KUME FELEN SPA,Buin,Vacunatorio,Privado,-33.730462,-70.741188
LABORATORIO NÚCLEO LAB SpA.,Pedro Aguirre Cerda,Laboratorio Clínico,Privado,-33.492238,-70.667612
Centro Médico RedSalud Barrio Independencia,Independencia,Centro de Salud Privado,Privado,-33.42481,-70.654548
Centro Médico del Trabajador Providencia,Providencia,Centro de Salud Privado,Privado,-33.425065,-70.61104
MEGASalud AGUSTINAS,Santiago,Centro de Salud Privado,Privado,-33.44026,-70.646068
CMT Salud Santiago Centro,Santiago,Centro de Salud Privado,Privado,-33.447781,-70.637548
CMT Salud La Florida,La Florida,Centro de Salud Privado,Privado,-33.51762,-70.601889
Centro Atencion de Salud Mutual Providencia,Providencia,Centro de Salud Privado,Privado,-33.427423,-70.610581
Laboratorio Médico Bioclinic,Providencia,Laboratorio Clínico,Privado,-33.422891,-70.604385
Clínica Astra Alameda,Santiago,Centro de Salud Privado,Privado,-33.445085,-70.65765
Centro Médico Clínica Las Condes_Peñalolen,Peñalolén,Centro de Salud Privado,Privado,-33.489949,-70.544831
SONORAD II - HUERFANOS,Santiago,Centro de Salud Privado,Privado,-33.439095,-70.647738
RedSalud Ñuñoa,Ñuñoa,Centro de Salud Privado,Privado,-33.454426,-70.606317
SONORAD LA FLORIDA,La Florida,Centro de Salud Privado,Privado,-33.521041,-70.601579
SONORAD LAS BELLOTAS,Providencia,Centro de Salud Privado,Privado,-33.422268,-70.608105
IntegraMédica S.A. Maipú,Maipú,Centro de Salud Privado,Privado,-33.512817,-70.756947
Sala Externa de Toma de Muestras Melipilla - UC CHRISTUS,Melipilla,Sala  Externa de Toma de Muestras (SETM),Privado,-33.680244,-71.210076
Corporación Nacional del Cáncer,Providencia,Centro de Salud Privado,Privado,-33.440183,-70.629898
Sala Externa de Toma de MuestrasS SEREMI Aeropuerto SKYTEAM  Antígenos,Pudahuel,Sala  Externa de Toma de Muestras (SETM),Privado,-33.396728,-70.793985
LABORATORIO DE BIOLOGIA MOLECULAR DEPARTAMENTO DE MEDICINA PREVENTIVA,La Pintana,Laboratorio Clínico,Privado,-33.574351,-70.630651
Médicos de Cuba,Ñuñoa,Centro de Salud Privado,Privado,-33.455123,-70.592696
LABCLINI,Providencia,Laboratorio Clínico,Privado,-33.423456,-70.608982
Laboratorio Clínico QUALIFIED SPA,Ñuñoa,Laboratorio Clínico,Privado,-33.45749,-70.595679
Instituto de la Visión,Providencia,Centro de Salud Privado,Privado,-33.437888,-70.62546
MEDIES Centro Médico SpA,Santiago,Centro de Salud Privado,Privado,-33.439958,-70.655927
Sciensolutions SPA,Vitacura,Centro de Salud Privado,Privado,-33.393662,-70.560466
Centro de Salud Familiar Juan Pablo II de Lampa,Lampa,Centro de Salud Familiar (CESFAM),Municipal,-33.281072,-70.755734
Centro Médico Total Salud,Santiago,Centro de Salud Privado,Privado,-33.468513,-70.67147
PROCELAB,Recoleta,Laboratorio Clínico,Privado,-33.433754,-70.64303
Laboratorio Clínico LABEXX,Peñalolén,Laboratorio Clínico,Privado,-33.48515,-70.557479
Centro Médico Docente Asistencial USS,Providencia,Centro de Salud Privado,Privado,-33.424747,-70.60306
Clinica Odontológica Municipal de Peñalolén,Peñalolén,Clínica Dental,Municipal,-33.478094,-70.530655
Centro de Vacunación Vaxcenter,Huechuraba,Vacunatorio,Privado,-33.364238,-70.670141
Laboratorio WORKMED,Providencia,Laboratorio Clínico,Privado,-33.432319,-70.618296
Integramédica Dental Plaza Vespucio,La Florida,Clínica Dental,Privado,-33.517621,-70.598094
Laboratorio Bioingentech,Providencia,Laboratorio Clínico,Privado,-33.43546,-70.626228
Laboratorio Valab,Las Condes,Laboratorio Clínico,Privado,-33.417102,-70.59986
Centro Médico Workmed,Providencia,Centro de Salud Privado,Privado,-33.432345,-70.618232
Desert Health,Providencia,Laboratorio Clínico,Privado,-33.437015,-70.62658
Laboratorio Clínico Bradford Hill,Recoleta,Laboratorio Clínico,Privado,-33.429129,-70.645243
Clínica Alonso de Córdova,Las Condes,Clínica,Privado,-33.412032,-70.579692
Medicenter Recoleta,Recoleta,Centro de Salud Privado,Privado,-33.428163,-70.646903
Laboratorio Clínico MEDICEC,Renca,Laboratorio Clínico,Privado,-33.404442,-70.766639
Medicenter Puente Alto,Puente Alto,Centro de Salud Privado,Privado,-33.604051,-70.576459
Procedimientos Odontológicos Maritza Salas Vega,La Cisterna,Clínica Dental,Privado,-33.532769,-70.663368
CLÍNICA NUCLEOSalud OCHAGAVIA,Pedro Aguirre Cerda,Clínica,Privado,-33.491598,-70.667044
Laboratorio Clinico Metropolitano,Santiago,Laboratorio Clínico,Privado,-33.443322,-70.646965
Clínica Indisa (Maipú),Maipú,Clínica,Privado,-33.478138,-70.75496
Vacunatorio INMUVAX,Maipú,Vacunatorio,Privado,-33.498106,-70.75715
CENTRO DE VACUNACION INMUNOVAC,Las Condes,Vacunatorio,Privado,-33.414672,-70.588705
Centro Médico KINEROD 2,Buin,Centro de Salud Privado,Privado,-33.733317,-70.744362
Centro de Diagnóstico y Laboratorio Clínica ASTRA,Providencia,Centro de Salud Privado,Privado,-33.436426,-70.625845
Centro médico Dávila Ñuñoa,Ñuñoa,Centro de Salud Privado,Privado,-33.454306,-70.606482
Centro Médico Santa Lucía,Santiago,Centro de Salud Privado,Privado,-33.441755,-70.64201
Laboratorio Green Lab Sur,Providencia,Laboratorio Clínico,Privado,-33.444938,-70.603983
IMALAB LTDA,Providencia,Laboratorio Clínico,Privado,-33.436564,-70.631485
NANOLAB,Las Condes,Laboratorio Clínico,Privado,-33.407213,-70.5727
Bionet Indisa Maipú,Maipú,Laboratorio Clínico,Privado,-33.478032,-70.754464
NANOMED,Las Condes,Vacunatorio,Privado,-33.407161,-70.55977
Clínica Cruz Nacional (Maipú),Maipú,Clínica,Privado,-33.510869,-70.756417
Centro Médico Plaza Egaña de Clínica Alemana,La Reina,Centro de Salud Privado,Privado,-33.451389,-70.570432
ABCMED Centro Médico,San Miguel,Centro de Salud Privado,Privado,-33.48943,-70.65066
Centro Médico 271/2 Ltda,La Cisterna,Centro de Salud Privado,Privado,-33.544018,-70.667283
Uno Salud Cerrillos,Cerrillos,Clínica Dental,Privado,-33.50103,-70.710397
Grupo GAMMA,Melipilla,Sala  Externa de Toma de Muestras (SETM),Privado,-33.68626,-71.214278
Laboratorio GAMMA,Providencia,Sala  Externa de Toma de Muestras (SETM),Privado,-33.425938,-70.617403
MEDICENTER Maipú,Maipú,Centro de Salud Privado,Privado,-33.511013,-70.759508
Centro Médico RyR,Buin,Centro de Salud Privado,Privado,-33.734343,-70.73789
Centro de Salud Universidad de Los Andes,San Bernardo,Centro de Salud Privado,Privado,-33.592945,-70.695833
Aloha Lab,Providencia,Laboratorio Clínico,Privado,-33.424362,-70.612875
Laboratorio CLINILAB,Peñaflor,Laboratorio Clínico,Privado,-33.61072,-70.880701
Laboratorio Campus,Santiago,Laboratorio Clínico,Privado,-33.435885,-70.678968
Laboratorio Clínico Vego,Maipú,Laboratorio Clínico,Privado,-33.556345,-70.791631
GENOSUR,Las Condes,Sala  Externa de Toma de Muestras (SETM),Privado,-33.412064,-70.60326
Laboratorio Clínico Cruz del Sur,Santiago,Laboratorio Clínico,Privado,-33.44203,-70.651146
Clínica Cruz Nacional (Puente Alto),Puente Alto,Clínica,Privado,-33.606543,-70.576844
Centro Comunitario de Salud Familiar Unión y Esfuerzo Rural,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.38553,-70.818027
CENTRO MEDICO BALMORAL,Las Condes,Centro de Salud Privado,Privado,-33.405834,-70.569796
UNO Salud CHILE ESPAÑA,Ñuñoa,Clínica Dental,Privado,-33.455286,-70.598373
Punto de vacunacion Minsal,Santiago,Vacunatorio,Servicio de Salud,-33.43926,-70.646257
MEDICENTER La Florida,La Florida,Centro de Salud Privado,Privado,-33.516067,-70.597195
Policenter La Florida,La Florida,Centro de Salud Privado,Privado,-33.554228,-70.587099
Laboratorio LMN Bicentenario,San Miguel,Laboratorio Clínico,Privado,-33.489373,-70.650664
Centro Médico Integral Colina Salud - Chicureo,Colina,Centro de Salud Privado,Privado,-33.286691,-70.700777
Clínica Vida Estética,Providencia,Clínica,Privado,-33.432437,-70.612965
UNO Salud Dental Nataniel Cox,Santiago,Clínica Dental,Privado,-33.44561,-70.654144
CLINICA VIVECLINIC SPA,Providencia,Clínica,Privado,-33.43384,-70.601916
LABORATORIO CLINICO AQUILAB SpA,Santiago,Laboratorio Clínico,Privado,-33.464018,-70.642346
Departamento de Asistencia Remota en Salud,Santiago,Atención Remota,Servicio de Salud,-33.436768,-70.646957
Servicio de Urgencia Rural SUR Irene Frei Montalva,Pudahuel,Servicio de Urgencia Rural (SUR),Municipal,-33.402798,-70.854393
Vacunatorio CECIM,Santiago,Vacunatorio,Privado,-33.445987,-70.653492
CIMER,Providencia,Sala  Externa de Toma de Muestras (SETM),Privado,-33.432643,-70.613329
MEDICENTER PROVIDENCIA,Providencia,Centro de Salud Privado,Privado,-33.423249,-70.61001
Vacunatorio NEWVAX,Talagante,Vacunatorio,Privado,-33.661967,-70.928508
Sala Externa de Toma de Muestras BIONET,San Miguel,Sala  Externa de Toma de Muestras (SETM),Privado,-33.504518,-70.655528
Sala Externa de Toma de Muestras Dr. Miranda,Peñalolén,Sala  Externa de Toma de Muestras (SETM),Privado,-33.469917,-70.574352
Laboratorio AR,Lampa,Laboratorio Clínico,Privado,-33.284759,-70.87691
Centro Medico Esperanza,Buin,Centro de Salud Privado,Privado,-33.732316,-70.742914
Centro Clínico San Gerardo,Recoleta,Clínica,Privado,-33.405887,-70.647641
CESFAM La Reina de Colina,Colina,Centro de Salud Familiar (CESFAM),Municipal,-33.189035,-70.674966
Toma de muestra externa Príncipe de Gales,La Reina,Sala  Externa de Toma de Muestras (SETM),Privado,-33.440548,-70.535187
Sala Externa de Toma de Muestras Centro Médico Bío Bío SpA,Santiago,Sala  Externa de Toma de Muestras (SETM),Privado,-33.472247,-70.646776
Sala Externa de Toma de Muestras Centro Médico y Dental FALCON SpA,Santiago,Sala  Externa de Toma de Muestras (SETM),Privado,-33.447289,-70.632653
Centro Médico TRIOSALUD Limitada,San Bernardo,Vacunatorio,Privado,-33.590474,-70.702648
Toma de Muestra Externa El Alba,Las Condes,Sala  Externa de Toma de Muestras (SETM),Privado,-33.401971,-70.515873
Centro Odontológico Parque Almagro,Santiago,Clínica Dental,Municipal,-33.451597,-70.650133
A.S UTM Agustinas,Santiago,Sala  Externa de Toma de Muestras (SETM),Privado,-33.44024,-70.648852
A.S UTM ANCORA San Francisco,Puente Alto,Sala  Externa de Toma de Muestras (SETM),Privado,-33.572747,-70.583596
A.S UTM Plaza San Francisco,Vitacura,Sala  Externa de Toma de Muestras (SETM),Privado,-33.371865,-70.518403
A.S UTM Escuela Militar,Las Condes,Sala  Externa de Toma de Muestras (SETM),Privado,-33.414309,-70.584314
A.S UTM Forum Tobalaba,Providencia,Sala  Externa de Toma de Muestras (SETM),Privado,-33.418905,-70.601907
A.S UTM Guardia Vieja,Providencia,Sala  Externa de Toma de Muestras (SETM),Privado,-33.424016,-70.610365
A.S UTM Plaza Ñuñoa,Ñuñoa,Sala  Externa de Toma de Muestras (SETM),Privado,-33.455407,-70.595231
A.S UTM Lo Beltran,Vitacura,Sala  Externa de Toma de Muestras (SETM),Privado,-33.386836,-70.566625
Centro Innovación  Clínica Ancora San Francisco,Puente Alto,Centro de Salud Privado,Privado,-33.572747,-70.583596
A.S UTM Independencia UC Christus,Independencia,Sala  Externa de Toma de Muestras (SETM),Privado,-33.418119,-70.656553
A.S UTM LA FLORIDA UC Christus,La Florida,Sala  Externa de Toma de Muestras (SETM),Privado,-33.542692,-70.56981
UNO SALUD DENTAL PUDAHUEL SUR,Pudahuel,Clínica Dental,Privado,-33.470669,-70.736668
CENTRO COMUNITARIO DE REHABILITACIÓN FÍSICA DOCTORA PATRICIA HERNÁNDEZ MELLADO,La Pintana,Centro de Rehabilitación,Municipal,-33.585414,-70.635858
INSTITUTO OFTALMOLOGICO INTEGRAL,Providencia,Centro de Salud Privado,Privado,-33.42016948,-70.60408176
